fox:FOXG_00002	ko:K20046
fox:FOXG_08755	ko:K08192
fox:FOXG_08758	ko:K00030
fox:FOXG_08759	ko:K08838
fox:FOXG_08760	ko:K24350
fox:FOXG_08761	ko:K11886
fox:FOXG_08763	ko:K03424
fox:FOXG_08765	ko:K00559
fox:FOXG_08770	ko:K01569
fox:FOXG_08785	ko:K11661
fox:FOXG_08786	ko:K03964
fox:FOXG_08788	ko:K22134
fox:FOXG_08805	ko:K00752
fox:FOXG_08815	ko:K13953
fox:FOXG_08820	ko:K08192
fox:FOXG_08830	ko:K09241
fox:FOXG_08831	ko:K08192
fox:FOXG_08832	ko:K00033
fox:FOXG_08835	ko:K10256
fox:FOXG_08842	ko:K09494
fox:FOXG_08843	ko:K03253
fox:FOXG_08844	ko:K08852
fox:FOXG_08846	ko:K22381
fox:FOXG_08848	ko:K15223
fox:FOXG_08852	ko:K27841
fox:FOXG_08856	ko:K11713
fox:FOXG_08862	ko:K01213
fox:FOXG_08881	ko:K07300
fox:FOXG_08885	ko:K01192
fox:FOXG_08892	ko:K00819
fox:FOXG_08894	ko:K16261
fox:FOXG_08898	ko:K09580
fox:FOXG_08903	ko:K04618
fox:FOXG_08908	ko:K01426
fox:FOXG_08909	ko:K28508
fox:FOXG_08912	ko:K16261
fox:FOXG_08915	ko:K14333
fox:FOXG_08924	ko:K00521
fox:FOXG_08935	ko:K08726
fox:FOXG_08942	ko:K01182
fox:FOXG_08943	ko:K08141
fox:FOXG_08947	ko:K00274
fox:FOXG_08952	ko:K00799
fox:FOXG_08962	ko:K28030
fox:FOXG_08971	ko:K00652
fox:FOXG_08974	ko:K28669
fox:FOXG_08976	ko:K01455
fox:FOXG_08978	ko:K00463
fox:FOXG_08981	ko:K11883
fox:FOXG_08982	ko:K01611
fox:FOXG_08985	ko:K20465
fox:FOXG_08994	ko:K01426
fox:FOXG_08998	ko:K00128
fox:FOXG_09018	ko:K01501
fox:FOXG_09021	ko:K01515
fox:FOXG_09025	ko:K03106
fox:FOXG_09026	ko:K07005
fox:FOXG_09028	ko:K00002
fox:FOXG_09030	ko:K01749
fox:FOXG_09031	ko:K02437
fox:FOXG_09032	ko:K06682
fox:FOXG_09036	ko:K00943
fox:FOXG_09037	ko:K01433
fox:FOXG_09040	ko:K21642
fox:FOXG_09041	ko:K12393
fox:FOXG_09043	ko:K05302
fox:FOXG_09044	ko:K13281
fox:FOXG_09046	ko:K01536
fox:FOXG_09048	ko:K16833
fox:FOXG_09050	ko:K02899
fox:FOXG_09056	ko:K17437
fox:FOXG_09058	ko:K00323
fox:FOXG_09060	ko:K00995
fox:FOXG_09061	ko:K02926
fox:FOXG_09062	ko:K17439
fox:FOXG_09066	ko:K07200
fox:FOXG_09067	ko:K08332
fox:FOXG_09068	ko:K02520
fox:FOXG_09072	ko:K11309
fox:FOXG_09076	ko:K03131
fox:FOXG_09077	ko:K00236
fox:FOXG_09080	ko:K00791
fox:FOXG_09081	ko:K10956
fox:FOXG_09087	ko:K01530
fox:FOXG_09088	ko:K08515
fox:FOXG_09089	ko:K17675
fox:FOXG_09090	ko:K18042
fox:FOXG_09093	ko:K11592
fox:FOXG_09095	ko:K05609
fox:FOXG_09108	ko:K00737
fox:FOXG_09112	ko:K03671
fox:FOXG_09114	ko:K16261
fox:FOXG_09116	ko:K06679
fox:FOXG_09117	ko:K17807
fox:FOXG_09118	ko:K20042
fox:FOXG_09119	ko:K07760
fox:FOXG_09120	ko:K22377
fox:FOXG_09125	ko:K05349
fox:FOXG_09135	ko:K01555
fox:FOXG_09151	ko:K14775
fox:FOXG_09152	ko:K01074
fox:FOXG_09153	ko:K15564
fox:FOXG_09155	ko:K20724
fox:FOXG_09160	ko:K17619
fox:FOXG_09163	ko:K00101
fox:FOXG_09168	ko:K00227
fox:FOXG_09171	ko:K14399
fox:FOXG_09173	ko:K00915
fox:FOXG_09175	ko:K12818
fox:FOXG_09181	ko:K01514
fox:FOXG_09183	ko:K10908
fox:FOXG_09184	ko:K15437
fox:FOXG_09185	ko:K19001
fox:FOXG_09187	ko:K00344
fox:FOXG_09188	ko:K01784
fox:FOXG_09190	ko:K14776
fox:FOXG_09201	ko:K00306
fox:FOXG_09208	ko:K26171
fox:FOXG_09211	ko:K14312
fox:FOXG_09212	ko:K10251
fox:FOXG_09214	ko:K00965
fox:FOXG_09215	ko:K11314
fox:FOXG_09219	ko:K07023
fox:FOXG_09224	ko:K08176
fox:FOXG_09225	ko:K00641
fox:FOXG_09226	ko:K12879
fox:FOXG_09227	ko:K01771
fox:FOXG_09228	ko:K11244
fox:FOXG_09230	ko:K21989
fox:FOXG_09234	ko:K04070
fox:FOXG_09236	ko:K20069
fox:FOXG_09237	ko:K03239
fox:FOXG_09241	ko:K19366
fox:FOXG_09244	ko:K20521
fox:FOXG_09245	ko:K02962
fox:FOXG_09246	ko:K20827
fox:FOXG_09248	ko:K00777
fox:FOXG_09250	ko:K11484
fox:FOXG_09251	ko:K04486
fox:FOXG_09255	ko:K17891
fox:FOXG_09256	ko:K02738
fox:FOXG_09257	ko:K24113
fox:FOXG_09259	ko:K00505
fox:FOXG_09260	ko:K03002
fox:FOXG_09261	ko:K07955
fox:FOXG_09262	ko:K00737
fox:FOXG_09263	ko:K01620
fox:FOXG_09264	ko:K01194
fox:FOXG_09266	ko:K01282
fox:FOXG_09267	ko:K04646
fox:FOXG_09269	ko:K22134
fox:FOXG_09272	ko:K00015
fox:FOXG_09273	ko:K01251
fox:FOXG_09274	ko:K03247
fox:FOXG_09276	ko:K15111
fox:FOXG_09277	ko:K17508
fox:FOXG_09278	ko:K00235
fox:FOXG_09280	ko:K03848
fox:FOXG_09282	ko:K02943
fox:FOXG_09286	ko:K03022
fox:FOXG_09287	ko:K23564
fox:FOXG_09288	ko:K12947
fox:FOXG_09289	ko:K15075
fox:FOXG_09290	ko:K07555
fox:FOXG_09292	ko:K13339
fox:FOXG_09295	ko:K20238
fox:FOXG_09297	ko:K05288
fox:FOXG_09299	ko:K22277
fox:FOXG_09300	ko:K05681
fox:FOXG_09303	ko:K08853
fox:FOXG_09304	ko:K14830
fox:FOXG_09305	ko:K26681
fox:FOXG_09309	ko:K00859
fox:FOXG_09313	ko:K17794
fox:FOXG_09314	ko:K23678
fox:FOXG_09315	ko:K03426
fox:FOXG_09317	ko:K16261
fox:FOXG_09318	ko:K20403
fox:FOXG_09320	ko:K05665
fox:FOXG_09323	ko:K22484
fox:FOXG_09324	ko:K18624
fox:FOXG_09325	ko:K12581
fox:FOXG_09326	ko:K03959
fox:FOXG_09330	ko:K10684
fox:FOXG_09333	ko:K19307
fox:FOXG_09334	ko:K23700
fox:FOXG_09337	ko:K13524
fox:FOXG_09338	ko:K05012
fox:FOXG_09340	ko:K20288
fox:FOXG_09341	ko:K13239
fox:FOXG_09342	ko:K03005
fox:FOXG_09345	ko:K08269
fox:FOXG_09346	ko:K00819
fox:FOXG_09347	ko:K05286
fox:FOXG_09348	ko:K19845
fox:FOXG_09349	ko:K17777
fox:FOXG_09352	ko:K13501
fox:FOXG_09356	ko:K28153
fox:FOXG_09359	ko:K04630
fox:FOXG_09363	ko:K15456
fox:FOXG_09364	ko:K13525
fox:FOXG_09366	ko:K23329
fox:FOXG_09367	ko:K04709
fox:FOXG_09369	ko:K12615
fox:FOXG_09372	ko:K10609
fox:FOXG_09375	ko:K14310
fox:FOXG_09377	ko:K02332
fox:FOXG_09380	ko:K28512
fox:FOXG_09381	ko:K11397
fox:FOXG_09382	ko:K12041
fox:FOXG_09383	ko:K07952
fox:FOXG_09384	ko:K03678
fox:FOXG_09385	ko:K12863
fox:FOXG_09386	ko:K00854
fox:FOXG_09388	ko:K11414
fox:FOXG_09389	ko:K02365
fox:FOXG_09391	ko:K14786
fox:FOXG_09395	ko:K21752
fox:FOXG_09398	ko:K27164
fox:FOXG_09399	ko:K02969
fox:FOXG_09401	ko:K03350
fox:FOXG_09402	ko:K11254
fox:FOXG_09403	ko:K20301
fox:FOXG_09405	ko:K12883
fox:FOXG_09406	ko:K18719
fox:FOXG_09408	ko:K01824
fox:FOXG_09411	ko:K11228
fox:FOXG_09412	ko:K16261
fox:FOXG_09415	ko:K04518
fox:FOXG_09418	ko:K03695
fox:FOXG_09419	ko:K09242
fox:FOXG_09426	ko:K00472
fox:FOXG_09428	ko:K28617
fox:FOXG_09431	ko:K20181
fox:FOXG_09435	ko:K14846
fox:FOXG_09436	ko:K14834
fox:FOXG_09438	ko:K14522
fox:FOXG_09439	ko:K11853
fox:FOXG_09442	ko:K20410
fox:FOXG_09445	ko:K14715
fox:FOXG_09446	ko:K03361
fox:FOXG_09447	ko:K00161
fox:FOXG_09448	ko:K10747
fox:FOXG_09449	ko:K05012
fox:FOXG_09450	ko:K27819
fox:FOXG_09453	ko:K04393
fox:FOXG_09454	ko:K25365
fox:FOXG_09456	ko:K01078
fox:FOXG_09460	ko:K16186
fox:FOXG_09461	ko:K03351
fox:FOXG_09462	ko:K20471
fox:FOXG_09464	ko:K22733
fox:FOXG_09465	ko:K02985
fox:FOXG_09466	ko:K18083
fox:FOXG_09467	ko:K01890
fox:FOXG_09468	ko:K03456
fox:FOXG_09469	ko:K22856
fox:FOXG_09470	ko:K03264
fox:FOXG_09473	ko:K03262
fox:FOXG_09474	ko:K12878
fox:FOXG_09475	ko:K12874
fox:FOXG_09476	ko:K03260
fox:FOXG_09477	ko:K02320
fox:FOXG_09480	ko:K18670
fox:FOXG_09482	ko:K13201
fox:FOXG_09487	ko:K14169
fox:FOXG_09488	ko:K15117
fox:FOXG_09489	ko:K14962
fox:FOXG_09492	ko:K10808
fox:FOXG_09494	ko:K12613
fox:FOXG_09498	ko:K08818
fox:FOXG_09499	ko:K18164
fox:FOXG_09501	ko:K10598
fox:FOXG_09506	ko:K03099
fox:FOXG_09509	ko:K11365
fox:FOXG_09510	ko:K13354
fox:FOXG_09511	ko:K13125
fox:FOXG_09512	ko:K13511
fox:FOXG_09513	ko:K06655
fox:FOXG_09516	ko:K27320
fox:FOXG_09517	ko:K14376
fox:FOXG_09518	ko:K24664
fox:FOXG_09519	ko:K03255
fox:FOXG_09532	ko:K13354
fox:FOXG_09533	ko:K02905
fox:FOXG_09534	ko:K27407
fox:FOXG_09540	ko:K20062
fox:FOXG_09545	ko:K03448
fox:FOXG_09554	ko:K01049
fox:FOXG_09570	ko:K04618
fox:FOXG_09571	ko:K05349
fox:FOXG_09572	ko:K22134
fox:FOXG_09574	ko:K08192
fox:FOXG_09575	ko:K01904
fox:FOXG_09578	ko:K11244
fox:FOXG_09581	ko:K01061
fox:FOXG_09583	ko:K01183
fox:FOXG_09590	ko:K01050
fox:FOXG_09591	ko:K03377
fox:FOXG_09599	ko:K08158
fox:FOXG_09613	ko:K19838
fox:FOXG_09616	ko:K15027
fox:FOXG_09621	ko:K00450
fox:FOXG_09624	ko:K05349
fox:FOXG_09638	ko:K01181
fox:FOXG_09643	ko:K19668
fox:FOXG_09644	ko:K01235
fox:FOXG_09652	ko:K17066
fox:FOXG_09660	ko:K01706
fox:FOXG_09661	ko:K08192
fox:FOXG_09663	ko:K18123
fox:FOXG_09664	ko:K16066
fox:FOXG_09672	ko:K07034
fox:FOXG_09680	ko:K09885
fox:FOXG_09685	ko:K09831
fox:FOXG_09688	ko:K19356
fox:FOXG_09698	ko:K03381
fox:FOXG_09716	ko:K00101
fox:FOXG_09723	ko:K01187
fox:FOXG_09744	ko:K22539
fox:FOXG_09745	ko:K08257
fox:FOXG_09760	ko:K28027
fox:FOXG_09767	ko:K06978
fox:FOXG_09777	ko:K13195
fox:FOXG_09779	ko:K10437
fox:FOXG_09780	ko:K19069
fox:FOXG_09783	ko:K22151
fox:FOXG_09785	ko:K22152
fox:FOXG_09794	ko:K00045
fox:FOXG_09796	ko:K07223
fox:FOXG_09797	ko:K00616
fox:FOXG_09801	ko:K01336
fox:FOXG_09811	ko:K03305
fox:FOXG_09812	ko:K01426
fox:FOXG_09813	ko:K28508
fox:FOXG_09820	ko:K21830
fox:FOXG_09830	ko:K08192
fox:FOXG_09833	ko:K13348
fox:FOXG_09840	ko:K05658
fox:FOXG_09849	ko:K05349
fox:FOXG_09855	ko:K03381
fox:FOXG_09858	ko:K13953
fox:FOXG_09859	ko:K19564
fox:FOXG_09863	ko:K15111
fox:FOXG_09865	ko:K22211
fox:FOXG_09866	ko:K00354
fox:FOXG_09890	ko:K00355
fox:FOXG_09893	ko:K01213
fox:FOXG_09894	ko:K01051
fox:FOXG_09903	ko:K17361
fox:FOXG_09906	ko:K01568
fox:FOXG_09911	ko:K00838
fox:FOXG_09913	ko:K08192
fox:FOXG_09915	ko:K08141
fox:FOXG_09916	ko:K01193
fox:FOXG_09920	ko:K06116
fox:FOXG_09930	ko:K03097
fox:FOXG_09935	ko:K01620
fox:FOXG_09943	ko:K00276
fox:FOXG_09950	ko:K01620
fox:FOXG_09951	ko:K16261
fox:FOXG_09954	ko:K01190
fox:FOXG_09956	ko:K04618
fox:FOXG_09961	ko:K18819
fox:FOXG_09968	ko:K22124
fox:FOXG_09969	ko:K22470
fox:FOXG_09977	ko:K00354
fox:FOXG_10000	ko:K00864
fox:FOXG_10001	ko:K03441
fox:FOXG_10002	ko:K00111
fox:FOXG_10010	ko:K16261
fox:FOXG_10011	ko:K00128
fox:FOXG_10022	ko:K08832
fox:FOXG_10023	ko:K07300
fox:FOXG_10034	ko:K01183
fox:FOXG_10036	ko:K09246
fox:FOXG_10041	ko:K22277
fox:FOXG_10043	ko:K01049
fox:FOXG_10044	ko:K00354
fox:FOXG_10048	ko:K20062
fox:FOXG_10052	ko:K01184
fox:FOXG_10053	ko:K06047
fox:FOXG_10072	ko:K00799
fox:FOXG_10073	ko:K00598
fox:FOXG_10079	ko:K06978
fox:FOXG_10088	ko:K16342
fox:FOXG_10089	ko:K00344
fox:FOXG_10102	ko:K00306
fox:FOXG_10104	ko:K01613
fox:FOXG_10106	ko:K08192
fox:FOXG_10109	ko:K08726
fox:FOXG_10117	ko:K03448
fox:FOXG_10118	ko:K01469
fox:FOXG_10136	ko:K08192
fox:FOXG_10140	ko:K22315
fox:FOXG_10142	ko:K08192
fox:FOXG_10148	ko:K05349
fox:FOXG_10150	ko:K08141
fox:FOXG_10151	ko:K00274
fox:FOXG_10152	ko:K00616
fox:FOXG_10158	ko:K05841
fox:FOXG_10162	ko:K19564
fox:FOXG_10177	ko:K06123
fox:FOXG_10179	ko:K16261
fox:FOXG_10184	ko:K08192
fox:FOXG_10189	ko:K01568
fox:FOXG_10198	ko:K00273
fox:FOXG_10217	ko:K13577
fox:FOXG_10219	ko:K00252
fox:FOXG_10222	ko:K07078
fox:FOXG_10235	ko:K01580
fox:FOXG_10250	ko:K14824
fox:FOXG_10252	ko:K03065
fox:FOXG_10253	ko:K02864
fox:FOXG_10255	ko:K14679
fox:FOXG_10256	ko:K06867
fox:FOXG_10257	ko:K14530
fox:FOXG_10258	ko:K15430
fox:FOXG_10259	ko:K23335
fox:FOXG_10260	ko:K12877
fox:FOXG_10261	ko:K17301
fox:FOXG_10263	ko:K11419
fox:FOXG_10270	ko:K04718
fox:FOXG_10271	ko:K20792
fox:FOXG_10274	ko:K20465
fox:FOXG_10275	ko:K01624
fox:FOXG_10276	ko:K08900
fox:FOXG_10278	ko:K16261
fox:FOXG_10282	ko:K19788
fox:FOXG_10283	ko:K22763
fox:FOXG_10284	ko:K02948
fox:FOXG_10285	ko:K17804
fox:FOXG_10287	ko:K17278
fox:FOXG_10289	ko:K18468
fox:FOXG_10293	ko:K14810
fox:FOXG_10294	ko:K00469
fox:FOXG_10301	ko:K11097
fox:FOXG_10304	ko:K20061
fox:FOXG_10306	ko:K24887
fox:FOXG_10307	ko:K12622
fox:FOXG_10311	ko:K26118
fox:FOXG_10316	ko:K03507
fox:FOXG_10319	ko:K02990
fox:FOXG_10320	ko:K18163
fox:FOXG_10321	ko:K15505
fox:FOXG_10328	ko:K01687
fox:FOXG_10331	ko:K02876
fox:FOXG_10333	ko:K03854
fox:FOXG_10335	ko:K02265
fox:FOXG_10337	ko:K00459
fox:FOXG_10343	ko:K10599
fox:FOXG_10347	ko:K06965
fox:FOXG_10348	ko:K20241
fox:FOXG_10349	ko:K03671
fox:FOXG_10350	ko:K14848
fox:FOXG_10351	ko:K15356
fox:FOXG_10353	ko:K15279
fox:FOXG_10356	ko:K22745
fox:FOXG_10360	ko:K23516
fox:FOXG_10369	ko:K08192
fox:FOXG_10376	ko:K01505
fox:FOXG_10377	ko:K01536
fox:FOXG_10380	ko:K28508
fox:FOXG_10383	ko:K01166
fox:FOXG_10394	ko:K28030
fox:FOXG_10410	ko:K19200
fox:FOXG_10411	ko:K00949
fox:FOXG_10412	ko:K17782
fox:FOXG_10415	ko:K28507
fox:FOXG_10418	ko:K14950
fox:FOXG_10419	ko:K00026
fox:FOXG_10424	ko:K01279
fox:FOXG_10426	ko:K20247
fox:FOXG_10428	ko:K03146
fox:FOXG_10431	ko:K02542
fox:FOXG_10433	ko:K02139
fox:FOXG_10434	ko:K03937
fox:FOXG_10435	ko:K23338
fox:FOXG_10436	ko:K00876
fox:FOXG_10437	ko:K03885
fox:FOXG_10438	ko:K14840
fox:FOXG_10440	ko:K01807
fox:FOXG_10441	ko:K22724
fox:FOXG_10442	ko:K00381
fox:FOXG_10443	ko:K00698
fox:FOXG_10448	ko:K08832
fox:FOXG_10449	ko:K20059
fox:FOXG_10453	ko:K17774
fox:FOXG_10454	ko:K14709
fox:FOXG_10455	ko:K02966
fox:FOXG_10459	ko:K09613
fox:FOXG_10467	ko:K08141
fox:FOXG_10472	ko:K03258
fox:FOXG_10476	ko:K15029
fox:FOXG_10477	ko:K14536
fox:FOXG_10481	ko:K11427
fox:FOXG_10483	ko:K20180
fox:FOXG_10484	ko:K23787
fox:FOXG_10485	ko:K01412
fox:FOXG_10487	ko:K14792
fox:FOXG_10491	ko:K01886
fox:FOXG_10494	ko:K16732
fox:FOXG_10501	ko:K13519
fox:FOXG_10504	ko:K08658
fox:FOXG_10505	ko:K17764
fox:FOXG_10506	ko:K12479
fox:FOXG_10507	ko:K03495
fox:FOXG_10508	ko:K08744
fox:FOXG_10510	ko:K21631
fox:FOXG_10511	ko:K15356
fox:FOXG_10513	ko:K08967
fox:FOXG_10514	ko:K13989
fox:FOXG_10515	ko:K11495
fox:FOXG_10516	ko:K01262
fox:FOXG_10518	ko:K03868
fox:FOXG_10519	ko:K12946
fox:FOXG_10521	ko:K17780
fox:FOXG_10522	ko:K02893
fox:FOXG_10523	ko:K18849
fox:FOXG_10526	ko:K15015
fox:FOXG_10528	ko:K14532
fox:FOXG_10529	ko:K06666
fox:FOXG_10530	ko:K00227
fox:FOXG_10532	ko:K02903
fox:FOXG_10533	ko:K00026
fox:FOXG_10534	ko:K20304
fox:FOXG_10535	ko:K11788
fox:FOXG_10539	ko:K05310
fox:FOXG_10540	ko:K06678
fox:FOXG_10541	ko:K14573
fox:FOXG_10543	ko:K22733
fox:FOXG_10546	ko:K09272
fox:FOXG_10547	ko:K17900
fox:FOXG_10548	ko:K11664
fox:FOXG_10550	ko:K04713
fox:FOXG_10553	ko:K11559
fox:FOXG_10555	ko:K00799
fox:FOXG_10557	ko:K03849
fox:FOXG_10558	ko:K10080
fox:FOXG_10559	ko:K14213
fox:FOXG_10561	ko:K12175
fox:FOXG_10562	ko:K12817
fox:FOXG_10563	ko:K14324
fox:FOXG_10564	ko:K12856
fox:FOXG_10568	ko:K00077
fox:FOXG_10569	ko:K10841
fox:FOXG_10570	ko:K02955
fox:FOXG_10571	ko:K02937
fox:FOXG_10572	ko:K22072
fox:FOXG_10573	ko:K03252
fox:FOXG_10575	ko:K02946
fox:FOXG_10576	ko:K01867
fox:FOXG_10579	ko:K08066
fox:FOXG_10580	ko:K19985
fox:FOXG_10590	ko:K02540
fox:FOXG_10591	ko:K11979
fox:FOXG_10599	ko:K07107
fox:FOXG_10600	ko:K15454
fox:FOXG_10604	ko:K05349
fox:FOXG_10608	ko:K17842
fox:FOXG_10609	ko:K22068
fox:FOXG_10614	ko:K11836
fox:FOXG_10615	ko:K02537
fox:FOXG_10616	ko:K14811
fox:FOXG_10617	ko:K06316
fox:FOXG_10620	ko:K08139
fox:FOXG_10627	ko:K20302
fox:FOXG_10628	ko:K12857
fox:FOXG_10630	ko:K09250
fox:FOXG_10631	ko:K00463
fox:FOXG_10632	ko:K12183
fox:FOXG_10633	ko:K11213
fox:FOXG_10639	ko:K03010
fox:FOXG_10640	ko:K02152
fox:FOXG_10641	ko:K12864
fox:FOXG_10643	ko:K21594
fox:FOXG_10645	ko:K17862
fox:FOXG_10675	ko:K08711
fox:FOXG_10679	ko:K16219
fox:FOXG_10680	ko:K16219
fox:FOXG_10687	ko:K14640
fox:FOXG_10689	ko:K01539
fox:FOXG_10698	ko:K03671
fox:FOXG_10711	ko:K00276
fox:FOXG_10713	ko:K01537
fox:FOXG_10717	ko:K08192
fox:FOXG_10728	ko:K22539
fox:FOXG_10730	ko:K01488
fox:FOXG_10738	ko:K28507
fox:FOXG_10739	ko:K22438
fox:FOXG_10747	ko:K08678
fox:FOXG_10755	ko:K00128
fox:FOXG_10757	ko:K00222
fox:FOXG_10758	ko:K00451
fox:FOXG_10768	ko:K00077
fox:FOXG_10771	ko:K03457
fox:FOXG_10778	ko:K08141
fox:FOXG_10782	ko:K13953
fox:FOXG_10783	ko:K10438
fox:FOXG_10784	ko:K08192
fox:FOXG_10787	ko:K14454
fox:FOXG_10788	ko:K01568
fox:FOXG_10798	ko:K28507
fox:FOXG_10809	ko:K08192
fox:FOXG_10818	ko:K05349
fox:FOXG_10821	ko:K00276
fox:FOXG_10827	ko:K01183
fox:FOXG_10842	ko:K08141
fox:FOXG_10845	ko:K05989
fox:FOXG_10847	ko:K28508
fox:FOXG_10855	ko:K09252
fox:FOXG_10867	ko:K12373
fox:FOXG_10884	ko:K01895
fox:FOXG_10890	ko:K19564
fox:FOXG_10896	ko:K00273
fox:FOXG_10900	ko:K20498
fox:FOXG_10901	ko:K19564
fox:FOXG_10902	ko:K01915
fox:FOXG_10906	ko:K08192
fox:FOXG_10909	ko:K08192
fox:FOXG_10917	ko:K01607
fox:FOXG_10918	ko:K23146
fox:FOXG_10925	ko:K08192
fox:FOXG_10929	ko:K15920
fox:FOXG_10931	ko:K24175
fox:FOXG_10934	ko:K07512
fox:FOXG_10935	ko:K22134
fox:FOXG_10938	ko:K08141
fox:FOXG_10939	ko:K07407
fox:FOXG_10966	ko:K03457
fox:FOXG_10976	ko:K00273
fox:FOXG_10983	ko:K13076
fox:FOXG_10989	ko:K08192
fox:FOXG_10990	ko:K01049
fox:FOXG_10995	ko:K01082
fox:FOXG_11000	ko:K07192
fox:FOXG_11003	ko:K12200
fox:FOXG_11012	ko:K01230
fox:FOXG_11015	ko:K00002
fox:FOXG_11016	ko:K07443
fox:FOXG_11018	ko:K10882
fox:FOXG_11025	ko:K01501
fox:FOXG_11026	ko:K10865
fox:FOXG_11027	ko:K10865
fox:FOXG_11029	ko:K16261
fox:FOXG_11035	ko:K18278
fox:FOXG_11036	ko:K18045
fox:FOXG_11040	ko:K27165
fox:FOXG_11041	ko:K10847
fox:FOXG_11042	ko:K17608
fox:FOXG_11045	ko:K08192
fox:FOXG_11046	ko:K19245
fox:FOXG_11049	ko:K12598
fox:FOXG_11051	ko:K17402
fox:FOXG_11052	ko:K07441
fox:FOXG_11055	ko:K07756
fox:FOXG_11057	ko:K20237
fox:FOXG_11058	ko:K20176
fox:FOXG_11059	ko:K01736
fox:FOXG_11060	ko:K03800
fox:FOXG_11062	ko:K21157
fox:FOXG_11063	ko:K03843
fox:FOXG_11076	ko:K11251
fox:FOXG_11078	ko:K10949
fox:FOXG_11079	ko:K03134
fox:FOXG_11080	ko:K02965
fox:FOXG_11081	ko:K01179
fox:FOXG_11082	ko:K09518
fox:FOXG_11083	ko:K01309
fox:FOXG_11084	ko:K12343
fox:FOXG_11085	ko:K08192
fox:FOXG_11087	ko:K08739
fox:FOXG_11089	ko:K20179
fox:FOXG_11091	ko:K19785
fox:FOXG_11096	ko:K01732
fox:FOXG_11097	ko:K07300
fox:FOXG_11098	ko:K03066
fox:FOXG_11100	ko:K19806
fox:FOXG_11105	ko:K05756
fox:FOXG_11106	ko:K03256
fox:FOXG_11110	ko:K14640
fox:FOXG_11111	ko:K02429
fox:FOXG_11112	ko:K14856
fox:FOXG_11113	ko:K15102
fox:FOXG_11115	ko:K00143
fox:FOXG_11124	ko:K21141
fox:FOXG_11125	ko:K11361
fox:FOXG_11127	ko:K03241
fox:FOXG_11131	ko:K07034
fox:FOXG_11133	ko:K00818
fox:FOXG_11134	ko:K01580
fox:FOXG_11139	ko:K03175
fox:FOXG_11140	ko:K10597
fox:FOXG_11141	ko:K21053
fox:FOXG_11147	ko:K00106
fox:FOXG_11148	ko:K14264
fox:FOXG_11153	ko:K21452
fox:FOXG_11157	ko:K14794
fox:FOXG_11158	ko:K18467
fox:FOXG_11160	ko:K11567
fox:FOXG_11168	ko:K06653
fox:FOXG_11170	ko:K18173
fox:FOXG_11171	ko:K02906
fox:FOXG_11173	ko:K15218
fox:FOXG_11174	ko:K11558
fox:FOXG_11176	ko:K00728
fox:FOXG_11179	ko:K01476
fox:FOXG_11185	ko:K09481
fox:FOXG_11186	ko:K15731
fox:FOXG_11187	ko:K15628
fox:FOXG_11189	ko:K17743
fox:FOXG_11190	ko:K17550
fox:FOXG_11194	ko:K24364
fox:FOXG_11195	ko:K02882
fox:FOXG_11203	ko:K01792
fox:FOXG_11204	ko:K01626
fox:FOXG_11208	ko:K03539
fox:FOXG_11212	ko:K15130
fox:FOXG_11214	ko:K05767
fox:FOXG_11217	ko:K17686
fox:FOXG_11218	ko:K12180
fox:FOXG_11220	ko:K02910
fox:FOXG_11221	ko:K06688
fox:FOXG_11222	ko:K02216
fox:FOXG_11225	ko:K03358
fox:FOXG_11226	ko:K01011
fox:FOXG_11227	ko:K02981
fox:FOXG_11231	ko:K15326
fox:FOXG_11236	ko:K08955
fox:FOXG_11237	ko:K23317
fox:FOXG_11239	ko:K18696
fox:FOXG_11243	ko:K06874
fox:FOXG_11247	ko:K02608
fox:FOXG_11249	ko:K07055
fox:FOXG_11250	ko:K15427
fox:FOXG_11251	ko:K14328
fox:FOXG_11256	ko:K22485
fox:FOXG_11263	ko:K01889
fox:FOXG_11264	ko:K13577
fox:FOXG_11265	ko:K03011
fox:FOXG_11266	ko:K11806
fox:FOXG_11267	ko:K00900
fox:FOXG_11268	ko:K15442
fox:FOXG_11269	ko:K03469
fox:FOXG_11275	ko:K23336
fox:FOXG_11281	ko:K00264
fox:FOXG_11282	ko:K27691
fox:FOXG_11284	ko:K00875
fox:FOXG_11285	ko:K14309
fox:FOXG_11289	ko:K01535
fox:FOXG_11290	ko:K15560
fox:FOXG_11291	ko:K01647
fox:FOXG_11294	ko:K01897
fox:FOXG_11296	ko:K17069
fox:FOXG_11300	ko:K23568
fox:FOXG_11304	ko:K18932
fox:FOXG_11305	ko:K10356
fox:FOXG_11307	ko:K09569
fox:FOXG_11308	ko:K24976
fox:FOXG_11309	ko:K03511
fox:FOXG_11312	ko:K03809
fox:FOXG_11316	ko:K12816
fox:FOXG_11317	ko:K20368
fox:FOXG_11318	ko:K01265
fox:FOXG_11321	ko:K02994
fox:FOXG_11323	ko:K05824
fox:FOXG_11324	ko:K02355
fox:FOXG_11327	ko:K05681
fox:FOXG_11329	ko:K14537
fox:FOXG_11334	ko:K14209
fox:FOXG_11335	ko:K11098
fox:FOXG_11339	ko:K12867
fox:FOXG_11341	ko:K22913
fox:FOXG_11345	ko:K18443
fox:FOXG_11346	ko:K05533
fox:FOXG_11350	ko:K15323
fox:FOXG_11351	ko:K11375
