fgr:FGSG_00017	ko:K01293
fgr:FGSG_08425	ko:K00311
fgr:FGSG_08427	ko:K03120
fgr:FGSG_08428	ko:K00306
fgr:FGSG_08429	ko:K00601
fgr:FGSG_08430	ko:K12842
fgr:FGSG_08435	ko:K23948
fgr:FGSG_08439	ko:K14788
fgr:FGSG_08442	ko:K02913
fgr:FGSG_08443	ko:K00814
fgr:FGSG_08444	ko:K03037
fgr:FGSG_08445	ko:K00565
fgr:FGSG_08446	ko:K07870
fgr:FGSG_08447	ko:K24765
fgr:FGSG_08448	ko:K20062
fgr:FGSG_08451	ko:K10563
fgr:FGSG_08452	ko:K02858
fgr:FGSG_08453	ko:K00591
fgr:FGSG_08455	ko:K22756
fgr:FGSG_08457	ko:K18932
fgr:FGSG_08458	ko:K00772
fgr:FGSG_08462	ko:K00306
fgr:FGSG_08463	ko:K00380
fgr:FGSG_08466	ko:K17686
fgr:FGSG_08467	ko:K06656
fgr:FGSG_08468	ko:K04563
fgr:FGSG_08470	ko:K17803
fgr:FGSG_08474	ko:K12604
fgr:FGSG_08477	ko:K28773
fgr:FGSG_08478	ko:K02936
fgr:FGSG_08479	ko:K14168
fgr:FGSG_08481	ko:K11378
fgr:FGSG_08485	ko:K12471
fgr:FGSG_08486	ko:K16466
fgr:FGSG_08487	ko:K14297
fgr:FGSG_08489	ko:K15110
fgr:FGSG_08490	ko:K24810
fgr:FGSG_08491	ko:K08331
fgr:FGSG_08492	ko:K04705
fgr:FGSG_08494	ko:K14651
fgr:FGSG_08495	ko:K05986
fgr:FGSG_08496	ko:K23678
fgr:FGSG_08498	ko:K00133
fgr:FGSG_08509	ko:K01969
fgr:FGSG_08510	ko:K00253
fgr:FGSG_08511	ko:K17738
fgr:FGSG_08517	ko:K19828
fgr:FGSG_08521	ko:K07512
fgr:FGSG_08522	ko:K00914
fgr:FGSG_08526	ko:K17788
fgr:FGSG_08527	ko:K15450
fgr:FGSG_08528	ko:K00390
fgr:FGSG_08529	ko:K01079
fgr:FGSG_08532	ko:K03235
fgr:FGSG_08535	ko:K19519
fgr:FGSG_08536	ko:K14325
fgr:FGSG_08537	ko:K08513
fgr:FGSG_08541	ko:K15134
fgr:FGSG_08543	ko:K01897
fgr:FGSG_08545	ko:K12182
fgr:FGSG_08551	ko:K03019
fgr:FGSG_08552	ko:K15153
fgr:FGSG_08555	ko:K03859
fgr:FGSG_08557	ko:K20409
fgr:FGSG_08560	ko:K03626
fgr:FGSG_08561	ko:K02875
fgr:FGSG_08566	ko:K03946
fgr:FGSG_08567	ko:K22139
fgr:FGSG_08571	ko:K01052
fgr:FGSG_08572	ko:K19842
fgr:FGSG_08573	ko:K02155
fgr:FGSG_08575	ko:K28669
fgr:FGSG_08576	ko:K12780
fgr:FGSG_08577	ko:K23460
fgr:FGSG_08578	ko:K12586
fgr:FGSG_08581	ko:K03635
fgr:FGSG_08582	ko:K13094
fgr:FGSG_08586	ko:K20456
fgr:FGSG_08587	ko:K01183
fgr:FGSG_08588	ko:K06911
fgr:FGSG_08592	ko:K22733
fgr:FGSG_08593	ko:K02150
fgr:FGSG_08595	ko:K01530
fgr:FGSG_08597	ko:K11594
fgr:FGSG_08598	ko:K14827
fgr:FGSG_08599	ko:K10419
fgr:FGSG_08601	ko:K01610
fgr:FGSG_08603	ko:K03267
fgr:FGSG_08607	ko:K03115
fgr:FGSG_08609	ko:K05349
fgr:FGSG_08610	ko:K01811
fgr:FGSG_08613	ko:K00551
fgr:FGSG_08614	ko:K01874
fgr:FGSG_08615	ko:K20524
fgr:FGSG_08619	ko:K03137
fgr:FGSG_08620	ko:K23490
fgr:FGSG_08621	ko:K10364
fgr:FGSG_08622	ko:K00167
fgr:FGSG_08623	ko:K01210
fgr:FGSG_08626	ko:K27389
fgr:FGSG_08627	ko:K00861
fgr:FGSG_08631	ko:K08793
fgr:FGSG_08634	ko:K09184
fgr:FGSG_08635	ko:K06684
fgr:FGSG_08637	ko:K15163
fgr:FGSG_08638	ko:K20643
fgr:FGSG_08645	ko:K03681
fgr:FGSG_08648	ko:K00558
fgr:FGSG_08650	ko:K10706
fgr:FGSG_08653	ko:K19877
fgr:FGSG_08655	ko:K03236
fgr:FGSG_08656	ko:K23612
fgr:FGSG_08658	ko:K10848
fgr:FGSG_08660	ko:K16075
fgr:FGSG_08662	ko:K21197
fgr:FGSG_08663	ko:K12812
fgr:FGSG_08664	ko:K03540
fgr:FGSG_08668	ko:K05609
fgr:FGSG_08670	ko:K02922
fgr:FGSG_08675	ko:K01527
fgr:FGSG_08676	ko:K02896
fgr:FGSG_08677	ko:K14171
fgr:FGSG_08678	ko:K07023
fgr:FGSG_08680	ko:K09680
fgr:FGSG_08688	ko:K01968
fgr:FGSG_08690	ko:K24139
fgr:FGSG_08691	ko:K11227
fgr:FGSG_08692	ko:K27385
fgr:FGSG_08693	ko:K23735
fgr:FGSG_08694	ko:K00107
fgr:FGSG_08696	ko:K12412
fgr:FGSG_08700	ko:K01638
fgr:FGSG_08701	ko:K02515
fgr:FGSG_08702	ko:K22803
fgr:FGSG_08704	ko:K07204
fgr:FGSG_08706	ko:K00993
fgr:FGSG_08709	ko:K08869
fgr:FGSG_08712	ko:K01679
fgr:FGSG_08714	ko:K02987
fgr:FGSG_08715	ko:K00102
fgr:FGSG_08716	ko:K11699
fgr:FGSG_08719	ko:K10352
fgr:FGSG_08721	ko:K04565
fgr:FGSG_08722	ko:K15979
fgr:FGSG_08723	ko:K00616
fgr:FGSG_08728	ko:K19951
fgr:FGSG_08729	ko:K04345
fgr:FGSG_08731	ko:K14758
fgr:FGSG_08736	ko:K01372
fgr:FGSG_08738	ko:K24971
fgr:FGSG_08745	ko:K14800
fgr:FGSG_08747	ko:K17422
fgr:FGSG_08748	ko:K20308
fgr:FGSG_08749	ko:K22134
fgr:FGSG_08755	ko:K09529
fgr:FGSG_08757	ko:K01180
fgr:FGSG_08758	ko:K07300
fgr:FGSG_08759	ko:K14567
fgr:FGSG_08760	ko:K02259
fgr:FGSG_08761	ko:K04567
fgr:FGSG_08763	ko:K11585
fgr:FGSG_08767	ko:K10632
fgr:FGSG_08768	ko:K08770
fgr:FGSG_08771	ko:K05954
fgr:FGSG_08773	ko:K00966
fgr:FGSG_08774	ko:K00844
fgr:FGSG_08775	ko:K20793
fgr:FGSG_08777	ko:K12733
fgr:FGSG_08778	ko:K09595
fgr:FGSG_08779	ko:K06133
fgr:FGSG_08784	ko:K20362
fgr:FGSG_08785	ko:K13431
fgr:FGSG_08790	ko:K05857
fgr:FGSG_08797	ko:K01811
fgr:FGSG_08799	ko:K08141
fgr:FGSG_08800	ko:K09043
fgr:FGSG_08803	ko:K01922
fgr:FGSG_08805	ko:K03372
fgr:FGSG_08806	ko:K11552
fgr:FGSG_08811	ko:K03231
fgr:FGSG_08813	ko:K24127
fgr:FGSG_08814	ko:K12832
fgr:FGSG_08817	ko:K07836
fgr:FGSG_08819	ko:K21842
fgr:FGSG_08823	ko:K05658
fgr:FGSG_08830	ko:K08711
fgr:FGSG_08840	ko:K17267
fgr:FGSG_08841	ko:K07556
fgr:FGSG_08845	ko:K26089
fgr:FGSG_08849	ko:K14784
fgr:FGSG_08850	ko:K20522
fgr:FGSG_08851	ko:K01720
fgr:FGSG_08852	ko:K25656
fgr:FGSG_08856	ko:K14789
fgr:FGSG_08857	ko:K04392
fgr:FGSG_08860	ko:K14998
fgr:FGSG_08862	ko:K27349
fgr:FGSG_08864	ko:K22758
fgr:FGSG_08865	ko:K01893
fgr:FGSG_08866	ko:K12592
fgr:FGSG_08869	ko:K12820
fgr:FGSG_08871	ko:K07342
fgr:FGSG_08872	ko:K11801
fgr:FGSG_08873	ko:K23541
fgr:FGSG_08875	ko:K00958
fgr:FGSG_08879	ko:K15447
fgr:FGSG_08880	ko:K03113
fgr:FGSG_08885	ko:K17801
fgr:FGSG_08886	ko:K18159
fgr:FGSG_08887	ko:K03352
fgr:FGSG_08888	ko:K02266
fgr:FGSG_08889	ko:K10772
fgr:FGSG_08895	ko:K02889
fgr:FGSG_08896	ko:K02997
fgr:FGSG_08897	ko:K12819
fgr:FGSG_08898	ko:K02350
fgr:FGSG_08900	ko:K08343
fgr:FGSG_08901	ko:K13127
fgr:FGSG_08906	ko:K28035
fgr:FGSG_08909	ko:K01739
fgr:FGSG_08910	ko:K20223
fgr:FGSG_08914	ko:K03509
fgr:FGSG_08915	ko:K18932
fgr:FGSG_08916	ko:K06101
fgr:FGSG_08917	ko:K19996
fgr:FGSG_08919	ko:K05755
fgr:FGSG_08920	ko:K11843
fgr:FGSG_08922	ko:K22315
fgr:FGSG_08927	ko:K18726
fgr:FGSG_08928	ko:K12572
fgr:FGSG_08929	ko:K12626
fgr:FGSG_08931	ko:K15116
fgr:FGSG_08932	ko:K17918
fgr:FGSG_08933	ko:K12825
fgr:FGSG_08935	ko:K00728
fgr:FGSG_08936	ko:K19940
fgr:FGSG_08937	ko:K03327
fgr:FGSG_08940	ko:K08490
fgr:FGSG_08941	ko:K19634
fgr:FGSG_08942	ko:K00008
fgr:FGSG_08943	ko:K00065
fgr:FGSG_08944	ko:K00621
fgr:FGSG_08948	ko:K11233
fgr:FGSG_08964	ko:K03106
fgr:FGSG_08965	ko:K07005
fgr:FGSG_08970	ko:K00943
fgr:FGSG_08971	ko:K01433
fgr:FGSG_08975	ko:K06682
fgr:FGSG_08976	ko:K02437
fgr:FGSG_08977	ko:K01749
fgr:FGSG_08980	ko:K00002
fgr:FGSG_08981	ko:K21642
fgr:FGSG_08982	ko:K12393
fgr:FGSG_08985	ko:K01536
fgr:FGSG_08986	ko:K16833
fgr:FGSG_08988	ko:K02899
fgr:FGSG_08996	ko:K02520
fgr:FGSG_08997	ko:K08332
fgr:FGSG_08998	ko:K07200
fgr:FGSG_09002	ko:K17439
fgr:FGSG_09003	ko:K02926
fgr:FGSG_09004	ko:K00995
fgr:FGSG_09006	ko:K00323
fgr:FGSG_09009	ko:K17437
fgr:FGSG_09011	ko:K03131
fgr:FGSG_09012	ko:K00236
fgr:FGSG_09015	ko:K00791
fgr:FGSG_09016	ko:K10956
fgr:FGSG_09020	ko:K01530
fgr:FGSG_09021	ko:K08515
fgr:FGSG_09022	ko:K17675
fgr:FGSG_09023	ko:K18042
fgr:FGSG_09025	ko:K11592
fgr:FGSG_09031	ko:K20465
fgr:FGSG_09035	ko:K01611
fgr:FGSG_09036	ko:K11130
fgr:FGSG_09037	ko:K11883
fgr:FGSG_09040	ko:K00463
fgr:FGSG_09042	ko:K01455
fgr:FGSG_09048	ko:K19562
fgr:FGSG_09049	ko:K00652
fgr:FGSG_09053	ko:K16261
fgr:FGSG_09061	ko:K14333
fgr:FGSG_09073	ko:K05989
fgr:FGSG_09074	ko:K08141
fgr:FGSG_09081	ko:K08141
fgr:FGSG_09082	ko:K01182
fgr:FGSG_09085	ko:K19069
fgr:FGSG_09086	ko:K21293
fgr:FGSG_09093	ko:K04618
fgr:FGSG_09100	ko:K16904
fgr:FGSG_09110	ko:K03380
fgr:FGSG_09112	ko:K17648
fgr:FGSG_09118	ko:K01183
fgr:FGSG_09135	ko:K20408
fgr:FGSG_09141	ko:K00681
fgr:FGSG_09152	ko:K16261
fgr:FGSG_09155	ko:K15102
fgr:FGSG_09156	ko:K01341
fgr:FGSG_09157	ko:K17919
fgr:FGSG_09158	ko:K17800
fgr:FGSG_09159	ko:K05349
fgr:FGSG_09162	ko:K00944
fgr:FGSG_09165	ko:K25866
fgr:FGSG_09166	ko:K10842
fgr:FGSG_09167	ko:K20044
fgr:FGSG_09169	ko:K00059
fgr:FGSG_09179	ko:K03574
fgr:FGSG_09180	ko:K21249
fgr:FGSG_09185	ko:K01756
fgr:FGSG_09192	ko:K04711
fgr:FGSG_09197	ko:K00021
fgr:FGSG_09198	ko:K10254
fgr:FGSG_09203	ko:K21989
fgr:FGSG_09204	ko:K22684
fgr:FGSG_09206	ko:K13726
fgr:FGSG_09212	ko:K11369
fgr:FGSG_09214	ko:K00547
fgr:FGSG_09217	ko:K21751
fgr:FGSG_09220	ko:K28624
fgr:FGSG_09229	ko:K17605
fgr:FGSG_09232	ko:K05389
fgr:FGSG_09233	ko:K10643
fgr:FGSG_09234	ko:K03936
fgr:FGSG_09239	ko:K06127
fgr:FGSG_09240	ko:K00166
fgr:FGSG_09241	ko:K10590
fgr:FGSG_09244	ko:K19983
fgr:FGSG_09245	ko:K11173
fgr:FGSG_09250	ko:K03942
fgr:FGSG_09254	ko:K12385
fgr:FGSG_09255	ko:K07542
fgr:FGSG_09257	ko:K18102
fgr:FGSG_09259	ko:K10849
fgr:FGSG_09261	ko:K13985
fgr:FGSG_09262	ko:K11547
fgr:FGSG_09263	ko:K13343
fgr:FGSG_09265	ko:K09828
fgr:FGSG_09266	ko:K01641
fgr:FGSG_09267	ko:K08900
fgr:FGSG_09271	ko:K14004
fgr:FGSG_09274	ko:K19852
fgr:FGSG_09275	ko:K12606
fgr:FGSG_09279	ko:K00799
fgr:FGSG_09280	ko:K03841
fgr:FGSG_09281	ko:K13352
fgr:FGSG_09284	ko:K00003
fgr:FGSG_09285	ko:K25178
fgr:FGSG_09290	ko:K07759
fgr:FGSG_09291	ko:K01728
fgr:FGSG_09294	ko:K26392
fgr:FGSG_09295	ko:K10704
fgr:FGSG_09297	ko:K16261
fgr:FGSG_09299	ko:K00948
fgr:FGSG_09300	ko:K14864
fgr:FGSG_09303	ko:K14709
fgr:FGSG_09305	ko:K13122
fgr:FGSG_09306	ko:K11644
fgr:FGSG_09309	ko:K18573
fgr:FGSG_09310	ko:K02309
fgr:FGSG_09311	ko:K10775
fgr:FGSG_09312	ko:K00606
fgr:FGSG_09313	ko:K10576
fgr:FGSG_09319	ko:K26403
fgr:FGSG_09321	ko:K00626
fgr:FGSG_09322	ko:K24758
fgr:FGSG_09323	ko:K15119
fgr:FGSG_09324	ko:K10295
fgr:FGSG_09327	ko:K25162
fgr:FGSG_09329	ko:K08711
fgr:FGSG_09332	ko:K03940
fgr:FGSG_09337	ko:K01426
fgr:FGSG_09338	ko:K23358
fgr:FGSG_09339	ko:K09265
fgr:FGSG_09342	ko:K08139
fgr:FGSG_09359	ko:K17496
fgr:FGSG_09361	ko:K12199
fgr:FGSG_09362	ko:K09584
fgr:FGSG_09363	ko:K11600
fgr:FGSG_09366	ko:K01199
fgr:FGSG_09367	ko:K08141
fgr:FGSG_09371	ko:K09248
fgr:FGSG_09374	ko:K07034
fgr:FGSG_09381	ko:K00801
fgr:FGSG_09385	ko:K05284
fgr:FGSG_09392	ko:K28217
fgr:FGSG_09397	ko:K00671
fgr:FGSG_09399	ko:K12667
fgr:FGSG_09401	ko:K00683
fgr:FGSG_09402	ko:K00993
fgr:FGSG_09406	ko:K03128
fgr:FGSG_09408	ko:K20872
fgr:FGSG_09413	ko:K22132
fgr:FGSG_09418	ko:K10416
fgr:FGSG_09419	ko:K13107
fgr:FGSG_09420	ko:K22991
fgr:FGSG_09421	ko:K16945
fgr:FGSG_09422	ko:K24205
fgr:FGSG_09423	ko:K04709
fgr:FGSG_09425	ko:K05528
fgr:FGSG_09427	ko:K14526
fgr:FGSG_09430	ko:K02142
fgr:FGSG_09432	ko:K03035
fgr:FGSG_09434	ko:K11572
fgr:FGSG_09435	ko:K11246
fgr:FGSG_09437	ko:K28671
fgr:FGSG_09438	ko:K02959
fgr:FGSG_09439	ko:K17759
fgr:FGSG_09440	ko:K01952
fgr:FGSG_09444	ko:K03644
fgr:FGSG_09445	ko:K01210
fgr:FGSG_09446	ko:K09142
fgr:FGSG_09448	ko:K00589
fgr:FGSG_09453	ko:K01923
fgr:FGSG_09454	ko:K14293
fgr:FGSG_09456	ko:K00850
fgr:FGSG_09465	ko:K09497
fgr:FGSG_09466	ko:K14416
fgr:FGSG_09471	ko:K09490
fgr:FGSG_09476	ko:K06210
fgr:FGSG_09482	ko:K01759
fgr:FGSG_09483	ko:K00058
fgr:FGSG_09484	ko:K16302
fgr:FGSG_09485	ko:K14334
fgr:FGSG_09489	ko:K00416
fgr:FGSG_09490	ko:K12306
fgr:FGSG_09492	ko:K04409
fgr:FGSG_09495	ko:K11763
fgr:FGSG_09497	ko:K20523
fgr:FGSG_09498	ko:K08504
fgr:FGSG_09499	ko:K12486
fgr:FGSG_09500	ko:K07305
fgr:FGSG_09503	ko:K07513
fgr:FGSG_09505	ko:K26751
fgr:FGSG_09509	ko:K10742
fgr:FGSG_09512	ko:K00826
fgr:FGSG_09513	ko:K17541
fgr:FGSG_09515	ko:K01537
fgr:FGSG_09516	ko:K06047
fgr:FGSG_09520	ko:K10736
fgr:FGSG_09521	ko:K18123
fgr:FGSG_09522	ko:K00505
fgr:FGSG_09525	ko:K28673
fgr:FGSG_09528	ko:K06158
fgr:FGSG_09530	ko:K07375
fgr:FGSG_09531	ko:K02933
fgr:FGSG_09532	ko:K01082
fgr:FGSG_09533	ko:K18191
fgr:FGSG_09535	ko:K26216
fgr:FGSG_09537	ko:K20003
fgr:FGSG_09538	ko:K10520
fgr:FGSG_09539	ko:K00866
fgr:FGSG_09542	ko:K07152
fgr:FGSG_09543	ko:K14960
fgr:FGSG_09544	ko:K14818
fgr:FGSG_09546	ko:K14308
fgr:FGSG_09547	ko:K03952
fgr:FGSG_09549	ko:K00767
fgr:FGSG_09554	ko:K01956
fgr:FGSG_09555	ko:K03521
fgr:FGSG_09556	ko:K28514
fgr:FGSG_09557	ko:K00535
fgr:FGSG_09562	ko:K22817
fgr:FGSG_09564	ko:K14967
fgr:FGSG_09565	ko:K09184
fgr:FGSG_09568	ko:K08192
fgr:FGSG_09572	ko:K25004
fgr:FGSG_09574	ko:K03234
fgr:FGSG_09575	ko:K24964
fgr:FGSG_09576	ko:K28788
fgr:FGSG_09577	ko:K01465
fgr:FGSG_09579	ko:K17637
fgr:FGSG_09580	ko:K00030
fgr:FGSG_09583	ko:K03549
fgr:FGSG_09584	ko:K01001
fgr:FGSG_09585	ko:K07117
fgr:FGSG_09587	ko:K02151
fgr:FGSG_09589	ko:K01702
fgr:FGSG_09591	ko:K19932
fgr:FGSG_09592	ko:K06628
fgr:FGSG_09595	ko:K22134
fgr:FGSG_09598	ko:K12179
fgr:FGSG_09599	ko:K00008
fgr:FGSG_09601	ko:K15262
fgr:FGSG_09602	ko:K01850
fgr:FGSG_09607	ko:K10413
fgr:FGSG_09612	ko:K04441
fgr:FGSG_09613	ko:K00688
fgr:FGSG_09614	ko:K04630
fgr:FGSG_09616	ko:K03347
fgr:FGSG_09618	ko:K18174
fgr:FGSG_09624	ko:K18798
fgr:FGSG_09628	ko:K00586
fgr:FGSG_09630	ko:K10575
fgr:FGSG_09631	ko:K03842
fgr:FGSG_09632	ko:K14692
fgr:FGSG_09633	ko:K15109
fgr:FGSG_09635	ko:K05290
fgr:FGSG_09638	ko:K11541
fgr:FGSG_09639	ko:K00275
fgr:FGSG_09643	ko:K14729
fgr:FGSG_09644	ko:K15918
fgr:FGSG_09647	ko:K00817
fgr:FGSG_09648	ko:K08257
fgr:FGSG_09651	ko:K03282
fgr:FGSG_09653	ko:K03845
fgr:FGSG_09654	ko:K15025
fgr:FGSG_09659	ko:K17983
fgr:FGSG_09660	ko:K02677
fgr:FGSG_09661	ko:K09478
fgr:FGSG_09662	ko:K02950
fgr:FGSG_09663	ko:K12617
fgr:FGSG_09665	ko:K17086
fgr:FGSG_09668	ko:K03850
fgr:FGSG_09672	ko:K09561
fgr:FGSG_09673	ko:K22733
fgr:FGSG_09678	ko:K00254
fgr:FGSG_09681	ko:K01532
fgr:FGSG_09683	ko:K17815
fgr:FGSG_09686	ko:K15292
fgr:FGSG_09688	ko:K07393
fgr:FGSG_09689	ko:K03178
fgr:FGSG_09690	ko:K09568
fgr:FGSG_09696	ko:K03778
fgr:FGSG_09697	ko:K28027
fgr:FGSG_09699	ko:K21989
fgr:FGSG_09704	ko:K01196
fgr:FGSG_09709	ko:K12769
fgr:FGSG_09710	ko:K13941
fgr:FGSG_09712	ko:K12493
fgr:FGSG_09713	ko:K17796
fgr:FGSG_09715	ko:K09467
fgr:FGSG_09719	ko:K08762
fgr:FGSG_09720	ko:K22745
fgr:FGSG_09721	ko:K20048
fgr:FGSG_09722	ko:K01823
fgr:FGSG_09724	ko:K10739
fgr:FGSG_09725	ko:K01338
fgr:FGSG_09728	ko:K08734
fgr:FGSG_09733	ko:K11599
fgr:FGSG_09734	ko:K28515
fgr:FGSG_09735	ko:K11825
fgr:FGSG_09736	ko:K23565
fgr:FGSG_09737	ko:K28507
fgr:FGSG_09739	ko:K14454
fgr:FGSG_09740	ko:K14806
fgr:FGSG_09744	ko:K15334
fgr:FGSG_09745	ko:K03979
fgr:FGSG_09748	ko:K03013
fgr:FGSG_09750	ko:K21767
fgr:FGSG_09753	ko:K19327
fgr:FGSG_09756	ko:K13345
fgr:FGSG_09757	ko:K17362
fgr:FGSG_09759	ko:K14688
fgr:FGSG_09760	ko:K07562
fgr:FGSG_09761	ko:K14785
fgr:FGSG_09764	ko:K00938
fgr:FGSG_09766	ko:K14808
fgr:FGSG_09767	ko:K09528
fgr:FGSG_09768	ko:K03686
fgr:FGSG_09772	ko:K06672
fgr:FGSG_09773	ko:K06072
fgr:FGSG_09778	ko:K07827
fgr:FGSG_09780	ko:K15436
fgr:FGSG_09781	ko:K01934
fgr:FGSG_09783	ko:K03028
fgr:FGSG_09784	ko:K07179
fgr:FGSG_09786	ko:K00327
fgr:FGSG_09787	ko:K27804
fgr:FGSG_09790	ko:K17677
fgr:FGSG_09791	ko:K15217
fgr:FGSG_09792	ko:K11343
fgr:FGSG_09794	ko:K11566
fgr:FGSG_09795	ko:K14569
fgr:FGSG_09800	ko:K17606
fgr:FGSG_09801	ko:K03164
fgr:FGSG_09803	ko:K24927
fgr:FGSG_09805	ko:K01522
fgr:FGSG_09807	ko:K12860
fgr:FGSG_09810	ko:K12584
fgr:FGSG_09812	ko:K00354
fgr:FGSG_09815	ko:K04382
fgr:FGSG_09816	ko:K19986
fgr:FGSG_09817	ko:K17770
fgr:FGSG_09818	ko:K15449
fgr:FGSG_09820	ko:K00456
fgr:FGSG_09828	ko:K15711
fgr:FGSG_09829	ko:K18158
fgr:FGSG_09830	ko:K07750
fgr:FGSG_09831	ko:K01724
fgr:FGSG_09833	ko:K17783
fgr:FGSG_09834	ko:K01568
fgr:FGSG_09835	ko:K06963
fgr:FGSG_09837	ko:K28083
fgr:FGSG_09838	ko:K22804
fgr:FGSG_09839	ko:K18587
fgr:FGSG_09842	ko:K03104
fgr:FGSG_09843	ko:K17583
fgr:FGSG_09844	ko:K00382
fgr:FGSG_09845	ko:K13076
fgr:FGSG_09846	ko:K15305
fgr:FGSG_09848	ko:K09523
fgr:FGSG_09849	ko:K15113
fgr:FGSG_09850	ko:K20293
fgr:FGSG_09851	ko:K22766
fgr:FGSG_09852	ko:K02961
fgr:FGSG_09853	ko:K14568
fgr:FGSG_09855	ko:K01739
fgr:FGSG_09856	ko:K16275
fgr:FGSG_09857	ko:K09506
fgr:FGSG_09858	ko:K08342
fgr:FGSG_09862	ko:K17275
fgr:FGSG_09863	ko:K00637
fgr:FGSG_09865	ko:K14684
fgr:FGSG_09866	ko:K02883
fgr:FGSG_09867	ko:K15508
fgr:FGSG_09869	ko:K12669
fgr:FGSG_09870	ko:K14753
fgr:FGSG_09871	ko:K14649
fgr:FGSG_09873	ko:K00600
fgr:FGSG_09875	ko:K18995
fgr:FGSG_09876	ko:K22611
fgr:FGSG_09879	ko:K02269
fgr:FGSG_09882	ko:K18337
fgr:FGSG_09883	ko:K12661
fgr:FGSG_09888	ko:K26979
fgr:FGSG_09890	ko:K07127
fgr:FGSG_09891	ko:K01551
fgr:FGSG_09892	ko:K15541
fgr:FGSG_09893	ko:K15428
fgr:FGSG_09895	ko:K01194
fgr:FGSG_09896	ko:K01637
fgr:FGSG_09897	ko:K12761
fgr:FGSG_09899	ko:K02325
fgr:FGSG_09903	ko:K11226
fgr:FGSG_09904	ko:K11292
fgr:FGSG_09907	ko:K12861
fgr:FGSG_09908	ko:K04739
fgr:FGSG_09909	ko:K11362
fgr:FGSG_09910	ko:K16570
fgr:FGSG_09917	ko:K01115
fgr:FGSG_09918	ko:K28034
fgr:FGSG_09919	ko:K15178
fgr:FGSG_09920	ko:K18694
fgr:FGSG_09924	ko:K06942
fgr:FGSG_09926	ko:K02619
fgr:FGSG_09927	ko:K17768
fgr:FGSG_09928	ko:K08486
fgr:FGSG_09929	ko:K14561
fgr:FGSG_09930	ko:K14326
fgr:FGSG_09931	ko:K01230
fgr:FGSG_09933	ko:K15040
fgr:FGSG_09934	ko:K01953
fgr:FGSG_09935	ko:K10577
fgr:FGSG_09936	ko:K13337
fgr:FGSG_09938	ko:K08869
fgr:FGSG_09939	ko:K11272
fgr:FGSG_09940	ko:K01858
fgr:FGSG_09952	ko:K27690
fgr:FGSG_09954	ko:K11370
fgr:FGSG_09956	ko:K24736
fgr:FGSG_09957	ko:K07432
fgr:FGSG_09958	ko:K17413
fgr:FGSG_09960	ko:K17819
fgr:FGSG_09961	ko:K03679
fgr:FGSG_09963	ko:K20301
fgr:FGSG_09964	ko:K18798
fgr:FGSG_09965	ko:K14300
fgr:FGSG_09966	ko:K03238
fgr:FGSG_09967	ko:K28712
fgr:FGSG_09968	ko:K27384
fgr:FGSG_09970	ko:K20815
fgr:FGSG_09974	ko:K02891
fgr:FGSG_09975	ko:K15109
fgr:FGSG_09978	ko:K10845
fgr:FGSG_09979	ko:K12663
fgr:FGSG_09980	ko:K22836
fgr:FGSG_09981	ko:K20463
fgr:FGSG_09984	ko:K01663
fgr:FGSG_09988	ko:K04640
fgr:FGSG_09989	ko:K25877
fgr:FGSG_09991	ko:K11204
fgr:FGSG_09993	ko:K10389
fgr:FGSG_09995	ko:K17987
fgr:FGSG_09998	ko:K00615
fgr:FGSG_09999	ko:K19308
fgr:FGSG_10001	ko:K12845
fgr:FGSG_10002	ko:K02155
fgr:FGSG_10003	ko:K00223
fgr:FGSG_10004	ko:K22539
fgr:FGSG_10005	ko:K00968
fgr:FGSG_10007	ko:K01613
fgr:FGSG_10010	ko:K02932
fgr:FGSG_10020	ko:K01046
fgr:FGSG_10025	ko:K28606
fgr:FGSG_10026	ko:K25879
fgr:FGSG_10031	ko:K03785
fgr:FGSG_10032	ko:K11372
fgr:FGSG_10033	ko:K14559
fgr:FGSG_10034	ko:K12394
fgr:FGSG_10035	ko:K25817
fgr:FGSG_10036	ko:K11205
fgr:FGSG_10037	ko:K08851
fgr:FGSG_10040	ko:K25639
fgr:FGSG_10041	ko:K26935
fgr:FGSG_10042	ko:K11231
fgr:FGSG_10048	ko:K12562
fgr:FGSG_10049	ko:K04487
fgr:FGSG_10053	ko:K08339
fgr:FGSG_10054	ko:K10570
fgr:FGSG_10059	ko:K20103
fgr:FGSG_10060	ko:K14549
fgr:FGSG_10062	ko:K08968
fgr:FGSG_10065	ko:K00459
fgr:FGSG_10066	ko:K02218
fgr:FGSG_10067	ko:K20346
fgr:FGSG_10068	ko:K11324
fgr:FGSG_10072	ko:K12871
fgr:FGSG_10075	ko:K03249
fgr:FGSG_10076	ko:K14774
fgr:FGSG_10077	ko:K02879
fgr:FGSG_10078	ko:K17787
fgr:FGSG_10080	ko:K01698
fgr:FGSG_10087	ko:K18655
fgr:FGSG_10088	ko:K12840
fgr:FGSG_10090	ko:K01247
fgr:FGSG_10092	ko:K12194
fgr:FGSG_10095	ko:K18669
fgr:FGSG_10097	ko:K00804
fgr:FGSG_10098	ko:K08157
fgr:FGSG_10099	ko:K01560
fgr:FGSG_10102	ko:K01424
fgr:FGSG_10105	ko:K23334
fgr:FGSG_10106	ko:K17776
fgr:FGSG_10109	ko:K21552
fgr:FGSG_10110	ko:K18342
