fpu:FPSE_00004	ko:K00293
fpu:FPSE_08281	ko:K11364
fpu:FPSE_08282	ko:K01809
fpu:FPSE_08284	ko:K12735
fpu:FPSE_08286	ko:K22696
fpu:FPSE_08287	ko:K02974
fpu:FPSE_08290	ko:K01497
fpu:FPSE_08292	ko:K03004
fpu:FPSE_08294	ko:K03963
fpu:FPSE_08295	ko:K01137
fpu:FPSE_08305	ko:K11661
fpu:FPSE_08307	ko:K22134
fpu:FPSE_08317	ko:K00559
fpu:FPSE_08319	ko:K03424
fpu:FPSE_08321	ko:K11886
fpu:FPSE_08322	ko:K24350
fpu:FPSE_08323	ko:K08838
fpu:FPSE_08324	ko:K00030
fpu:FPSE_08326	ko:K08192
fpu:FPSE_08329	ko:K19306
fpu:FPSE_08339	ko:K22151
fpu:FPSE_08341	ko:K22152
fpu:FPSE_08357	ko:K20061
fpu:FPSE_08362	ko:K00467
fpu:FPSE_08371	ko:K24139
fpu:FPSE_08378	ko:K20246
fpu:FPSE_08382	ko:K00698
fpu:FPSE_08388	ko:K00309
fpu:FPSE_08390	ko:K16261
fpu:FPSE_08392	ko:K05349
fpu:FPSE_08397	ko:K01051
fpu:FPSE_08398	ko:K16261
fpu:FPSE_08412	ko:K14708
fpu:FPSE_08414	ko:K07511
fpu:FPSE_08423	ko:K01181
fpu:FPSE_08438	ko:K10437
fpu:FPSE_08439	ko:K19069
fpu:FPSE_08448	ko:K01193
fpu:FPSE_08450	ko:K17361
fpu:FPSE_08452	ko:K03097
fpu:FPSE_08458	ko:K00276
fpu:FPSE_08467	ko:K01190
fpu:FPSE_08474	ko:K00354
fpu:FPSE_08477	ko:K22470
fpu:FPSE_08478	ko:K22124
fpu:FPSE_08481	ko:K18819
fpu:FPSE_08485	ko:K02608
fpu:FPSE_08487	ko:K07055
fpu:FPSE_08488	ko:K15427
fpu:FPSE_08489	ko:K14328
fpu:FPSE_08494	ko:K22485
fpu:FPSE_08502	ko:K01889
fpu:FPSE_08503	ko:K13577
fpu:FPSE_08504	ko:K03011
fpu:FPSE_08505	ko:K11806
fpu:FPSE_08506	ko:K00900
fpu:FPSE_08507	ko:K15442
fpu:FPSE_08508	ko:K03469
fpu:FPSE_08513	ko:K23336
fpu:FPSE_08517	ko:K08504
fpu:FPSE_08520	ko:K00264
fpu:FPSE_08521	ko:K27691
fpu:FPSE_08523	ko:K00875
fpu:FPSE_08524	ko:K14309
fpu:FPSE_08529	ko:K01535
fpu:FPSE_08531	ko:K15560
fpu:FPSE_08532	ko:K01647
fpu:FPSE_08535	ko:K01897
fpu:FPSE_08538	ko:K17069
fpu:FPSE_08541	ko:K23568
fpu:FPSE_08545	ko:K18932
fpu:FPSE_08546	ko:K10356
fpu:FPSE_08549	ko:K09569
fpu:FPSE_08550	ko:K24976
fpu:FPSE_08551	ko:K03511
fpu:FPSE_08554	ko:K03809
fpu:FPSE_08558	ko:K12816
fpu:FPSE_08559	ko:K20368
fpu:FPSE_08560	ko:K01265
fpu:FPSE_08561	ko:K00486
fpu:FPSE_08562	ko:K02994
fpu:FPSE_08564	ko:K05824
fpu:FPSE_08565	ko:K02355
fpu:FPSE_08567	ko:K05681
fpu:FPSE_08569	ko:K14537
fpu:FPSE_08573	ko:K14209
fpu:FPSE_08574	ko:K11098
fpu:FPSE_08576	ko:K15114
fpu:FPSE_08577	ko:K05770
fpu:FPSE_08578	ko:K02213
fpu:FPSE_08579	ko:K20063
fpu:FPSE_08580	ko:K04082
fpu:FPSE_08584	ko:K12811
fpu:FPSE_08587	ko:K02918
fpu:FPSE_08588	ko:K08495
fpu:FPSE_08589	ko:K18192
fpu:FPSE_08590	ko:K09699
fpu:FPSE_08591	ko:K00851
fpu:FPSE_08592	ko:K01277
fpu:FPSE_08593	ko:K02934
fpu:FPSE_08594	ko:K03695
fpu:FPSE_08595	ko:K07937
fpu:FPSE_08596	ko:K20347
fpu:FPSE_08599	ko:K13093
fpu:FPSE_08600	ko:K06691
fpu:FPSE_08601	ko:K03232
fpu:FPSE_08602	ko:K10732
fpu:FPSE_08603	ko:K03321
fpu:FPSE_08605	ko:K11498
fpu:FPSE_08607	ko:K03132
fpu:FPSE_08610	ko:K09880
fpu:FPSE_08611	ko:K18849
fpu:FPSE_08612	ko:K02893
fpu:FPSE_08613	ko:K17780
fpu:FPSE_08614	ko:K16073
fpu:FPSE_08615	ko:K12946
fpu:FPSE_08616	ko:K03868
fpu:FPSE_08618	ko:K15015
fpu:FPSE_08619	ko:K14532
fpu:FPSE_08620	ko:K06666
fpu:FPSE_08622	ko:K00227
fpu:FPSE_08624	ko:K02903
fpu:FPSE_08625	ko:K00026
fpu:FPSE_08626	ko:K20304
fpu:FPSE_08627	ko:K11788
fpu:FPSE_08628	ko:K04706
fpu:FPSE_08630	ko:K05310
fpu:FPSE_08631	ko:K06678
fpu:FPSE_08632	ko:K14573
fpu:FPSE_08634	ko:K22733
fpu:FPSE_08638	ko:K09272
fpu:FPSE_08639	ko:K17900
fpu:FPSE_08640	ko:K11664
fpu:FPSE_08642	ko:K04713
fpu:FPSE_08645	ko:K11559
fpu:FPSE_08647	ko:K00799
fpu:FPSE_08649	ko:K03849
fpu:FPSE_08650	ko:K10080
fpu:FPSE_08651	ko:K14213
fpu:FPSE_08653	ko:K12175
fpu:FPSE_08654	ko:K12817
fpu:FPSE_08655	ko:K14324
fpu:FPSE_08657	ko:K12856
fpu:FPSE_08659	ko:K00077
fpu:FPSE_08660	ko:K10841
fpu:FPSE_08661	ko:K02955
fpu:FPSE_08662	ko:K02937
fpu:FPSE_08663	ko:K22072
fpu:FPSE_08664	ko:K03252
fpu:FPSE_08672	ko:K16732
fpu:FPSE_08674	ko:K01886
fpu:FPSE_08679	ko:K14792
fpu:FPSE_08681	ko:K01412
fpu:FPSE_08682	ko:K23787
fpu:FPSE_08683	ko:K20180
fpu:FPSE_08685	ko:K11427
fpu:FPSE_08688	ko:K14536
fpu:FPSE_08689	ko:K15029
fpu:FPSE_08693	ko:K03258
fpu:FPSE_08698	ko:K08141
fpu:FPSE_08707	ko:K09613
fpu:FPSE_08712	ko:K02966
fpu:FPSE_08713	ko:K14709
fpu:FPSE_08714	ko:K17774
fpu:FPSE_08716	ko:K21631
fpu:FPSE_08717	ko:K08744
fpu:FPSE_08718	ko:K03495
fpu:FPSE_08719	ko:K04532
fpu:FPSE_08721	ko:K20305
fpu:FPSE_08722	ko:K13106
fpu:FPSE_08723	ko:K03138
fpu:FPSE_08724	ko:K13291
fpu:FPSE_08726	ko:K00948
fpu:FPSE_08727	ko:K16066
fpu:FPSE_08728	ko:K15053
fpu:FPSE_08729	ko:K10627
fpu:FPSE_08730	ko:K03504
fpu:FPSE_08732	ko:K09704
fpu:FPSE_08733	ko:K11304
fpu:FPSE_08734	ko:K18327
fpu:FPSE_08735	ko:K10745
fpu:FPSE_08740	ko:K17742
fpu:FPSE_08741	ko:K05351
fpu:FPSE_08743	ko:K01536
fpu:FPSE_08745	ko:K07513
fpu:FPSE_08748	ko:K05034
fpu:FPSE_08751	ko:K00981
fpu:FPSE_08756	ko:K00012
fpu:FPSE_08767	ko:K14833
fpu:FPSE_08771	ko:K01754
fpu:FPSE_08773	ko:K11778
fpu:FPSE_08775	ko:K02137
fpu:FPSE_08776	ko:K06685
fpu:FPSE_08777	ko:K18328
fpu:FPSE_08778	ko:K03872
fpu:FPSE_08780	ko:K03687
fpu:FPSE_08781	ko:K03036
fpu:FPSE_08783	ko:K13354
fpu:FPSE_08784	ko:K20823
fpu:FPSE_08785	ko:K02135
fpu:FPSE_08792	ko:K00456
fpu:FPSE_08809	ko:K01114
fpu:FPSE_08812	ko:K01681
fpu:FPSE_08822	ko:K03396
fpu:FPSE_08825	ko:K11561
fpu:FPSE_08826	ko:K26544
fpu:FPSE_08827	ko:K23499
fpu:FPSE_08829	ko:K01381
fpu:FPSE_08834	ko:K11244
fpu:FPSE_08836	ko:K04799
fpu:FPSE_08838	ko:K12614
fpu:FPSE_08839	ko:K00889
fpu:FPSE_08840	ko:K18179
fpu:FPSE_08841	ko:K20318
fpu:FPSE_08842	ko:K14402
fpu:FPSE_08843	ko:K21631
fpu:FPSE_08844	ko:K01893
fpu:FPSE_08846	ko:K14007
fpu:FPSE_08847	ko:K11275
fpu:FPSE_08851	ko:K00252
fpu:FPSE_08852	ko:K06689
fpu:FPSE_08853	ko:K21421
fpu:FPSE_08855	ko:K08192
fpu:FPSE_08862	ko:K03357
fpu:FPSE_08863	ko:K09885
fpu:FPSE_08873	ko:K15441
fpu:FPSE_08881	ko:K11233
fpu:FPSE_08885	ko:K00621
fpu:FPSE_08886	ko:K00065
fpu:FPSE_08887	ko:K00008
fpu:FPSE_08888	ko:K19634
fpu:FPSE_08889	ko:K08490
fpu:FPSE_08893	ko:K03327
fpu:FPSE_08894	ko:K19940
fpu:FPSE_08895	ko:K00728
fpu:FPSE_08897	ko:K12825
fpu:FPSE_08898	ko:K17918
fpu:FPSE_08899	ko:K15116
fpu:FPSE_08901	ko:K12626
fpu:FPSE_08902	ko:K12572
fpu:FPSE_08903	ko:K18726
fpu:FPSE_08911	ko:K22315
fpu:FPSE_08913	ko:K11843
fpu:FPSE_08914	ko:K05755
fpu:FPSE_08916	ko:K19996
fpu:FPSE_08917	ko:K06101
fpu:FPSE_08918	ko:K18932
fpu:FPSE_08934	ko:K01061
fpu:FPSE_08936	ko:K24160
fpu:FPSE_08937	ko:K05034
fpu:FPSE_08939	ko:K01179
fpu:FPSE_08955	ko:K19564
fpu:FPSE_08959	ko:K00600
fpu:FPSE_08960	ko:K02437
fpu:FPSE_08961	ko:K00281
fpu:FPSE_08970	ko:K00451
fpu:FPSE_08988	ko:K10838
fpu:FPSE_08989	ko:K05643
fpu:FPSE_08991	ko:K15104
fpu:FPSE_08994	ko:K16231
fpu:FPSE_08997	ko:K14782
fpu:FPSE_08998	ko:K03593
fpu:FPSE_08999	ko:K12839
fpu:FPSE_09001	ko:K08869
fpu:FPSE_09002	ko:K01764
fpu:FPSE_09006	ko:K12571
fpu:FPSE_09011	ko:K00077
fpu:FPSE_09012	ko:K01207
fpu:FPSE_09013	ko:K01443
fpu:FPSE_09015	ko:K02564
fpu:FPSE_09016	ko:K00844
fpu:FPSE_09018	ko:K12189
fpu:FPSE_09019	ko:K17877
fpu:FPSE_09020	ko:K01279
fpu:FPSE_09024	ko:K01053
fpu:FPSE_09041	ko:K01652
fpu:FPSE_09046	ko:K00858
fpu:FPSE_09047	ko:K12590
fpu:FPSE_09048	ko:K17605
fpu:FPSE_09050	ko:K11344
fpu:FPSE_09052	ko:K14650
fpu:FPSE_09053	ko:K13171
fpu:FPSE_09054	ko:K06693
fpu:FPSE_09055	ko:K07936
fpu:FPSE_09058	ko:K11108
fpu:FPSE_09060	ko:K01889
fpu:FPSE_09062	ko:K11135
fpu:FPSE_09063	ko:K27103
fpu:FPSE_09064	ko:K15631
fpu:FPSE_09066	ko:K15280
fpu:FPSE_09067	ko:K25079
fpu:FPSE_09068	ko:K00033
fpu:FPSE_09070	ko:K01183
fpu:FPSE_09074	ko:K03139
fpu:FPSE_09075	ko:K15077
fpu:FPSE_09076	ko:K12158
fpu:FPSE_09079	ko:K03781
fpu:FPSE_09080	ko:K15014
fpu:FPSE_09081	ko:K19786
fpu:FPSE_09082	ko:K17775
fpu:FPSE_09083	ko:K11341
fpu:FPSE_09085	ko:K12868
fpu:FPSE_09089	ko:K14802
fpu:FPSE_09090	ko:K08726
fpu:FPSE_09092	ko:K12834
fpu:FPSE_09094	ko:K16315
fpu:FPSE_09095	ko:K24962
fpu:FPSE_09097	ko:K13524
fpu:FPSE_09098	ko:K00135
fpu:FPSE_09101	ko:K15192
fpu:FPSE_09102	ko:K06669
fpu:FPSE_09103	ko:K17427
fpu:FPSE_09105	ko:K02921
fpu:FPSE_09108	ko:K11680
fpu:FPSE_09109	ko:K09500
fpu:FPSE_09111	ko:K14770
fpu:FPSE_09113	ko:K02295
fpu:FPSE_09115	ko:K10839
fpu:FPSE_09117	ko:K03108
fpu:FPSE_09120	ko:K03136
fpu:FPSE_09123	ko:K17972
fpu:FPSE_09125	ko:K03364
fpu:FPSE_09127	ko:K06636
fpu:FPSE_09128	ko:K20475
fpu:FPSE_09129	ko:K03938
fpu:FPSE_09133	ko:K09425
fpu:FPSE_09135	ko:K14006
fpu:FPSE_09137	ko:K07195
fpu:FPSE_09138	ko:K02541
fpu:FPSE_09141	ko:K17261
fpu:FPSE_09142	ko:K00624
fpu:FPSE_09143	ko:K11649
fpu:FPSE_09144	ko:K03522
fpu:FPSE_09145	ko:K18914
fpu:FPSE_09147	ko:K10858
fpu:FPSE_09148	ko:K05294
fpu:FPSE_09150	ko:K23544
fpu:FPSE_09151	ko:K01760
fpu:FPSE_09152	ko:K22530
fpu:FPSE_09154	ko:K05285
fpu:FPSE_09157	ko:K21848
fpu:FPSE_09158	ko:K02153
fpu:FPSE_09160	ko:K00618
fpu:FPSE_09161	ko:K03949
fpu:FPSE_09162	ko:K15222
fpu:FPSE_09163	ko:K11462
fpu:FPSE_09165	ko:K22943
fpu:FPSE_09166	ko:K15304
fpu:FPSE_09167	ko:K06877
fpu:FPSE_09168	ko:K07300
fpu:FPSE_09169	ko:K10534
fpu:FPSE_09170	ko:K14327
fpu:FPSE_09171	ko:K00698
fpu:FPSE_09172	ko:K09489
fpu:FPSE_09173	ko:K03243
fpu:FPSE_09175	ko:K20372
fpu:FPSE_09176	ko:K20298
fpu:FPSE_09177	ko:K03263
fpu:FPSE_09178	ko:K15219
fpu:FPSE_09179	ko:K22940
fpu:FPSE_09181	ko:K09831
fpu:FPSE_09185	ko:K05658
fpu:FPSE_09190	ko:K01940
fpu:FPSE_09192	ko:K00698
fpu:FPSE_09193	ko:K00698
fpu:FPSE_09194	ko:K14861
fpu:FPSE_09199	ko:K01092
fpu:FPSE_09200	ko:K11090
fpu:FPSE_09201	ko:K16342
fpu:FPSE_09205	ko:K11982
fpu:FPSE_09206	ko:K14338
fpu:FPSE_09207	ko:K01115
fpu:FPSE_09209	ko:K24279
fpu:FPSE_09210	ko:K24278
fpu:FPSE_09212	ko:K00293
fpu:FPSE_09219	ko:K25058
fpu:FPSE_09227	ko:K08192
fpu:FPSE_09228	ko:K23785
fpu:FPSE_09232	ko:K05972
fpu:FPSE_09234	ko:K03030
fpu:FPSE_09235	ko:K06067
fpu:FPSE_09237	ko:K03025
fpu:FPSE_09238	ko:K01802
fpu:FPSE_09239	ko:K12471
fpu:FPSE_09241	ko:K21547
fpu:FPSE_09242	ko:K14686
fpu:FPSE_09249	ko:K05349
fpu:FPSE_09250	ko:K09553
fpu:FPSE_09257	ko:K11293
fpu:FPSE_09258	ko:K10967
fpu:FPSE_09259	ko:K15272
fpu:FPSE_09260	ko:K00966
fpu:FPSE_09272	ko:K13104
fpu:FPSE_09273	ko:K15148
fpu:FPSE_09277	ko:K02728
fpu:FPSE_09278	ko:K18693
fpu:FPSE_09280	ko:K08192
fpu:FPSE_09282	ko:K10531
fpu:FPSE_09283	ko:K22148
fpu:FPSE_09286	ko:K00130
fpu:FPSE_09287	ko:K15201
fpu:FPSE_09288	ko:K27407
fpu:FPSE_09289	ko:K02905
fpu:FPSE_09290	ko:K13354
fpu:FPSE_09291	ko:K08576
fpu:FPSE_09294	ko:K15325
fpu:FPSE_09300	ko:K03255
fpu:FPSE_09301	ko:K24664
fpu:FPSE_09302	ko:K14376
fpu:FPSE_09303	ko:K27320
fpu:FPSE_09306	ko:K06655
fpu:FPSE_09307	ko:K13511
fpu:FPSE_09308	ko:K13125
fpu:FPSE_09309	ko:K13354
fpu:FPSE_09310	ko:K11365
fpu:FPSE_09314	ko:K03099
fpu:FPSE_09318	ko:K10598
fpu:FPSE_09320	ko:K18164
fpu:FPSE_09321	ko:K08818
fpu:FPSE_09324	ko:K10808
fpu:FPSE_09325	ko:K00505
fpu:FPSE_09330	ko:K16261
fpu:FPSE_09331	ko:K14454
fpu:FPSE_09334	ko:K09248
fpu:FPSE_09340	ko:K01568
fpu:FPSE_09343	ko:K19788
fpu:FPSE_09350	ko:K03448
fpu:FPSE_09359	ko:K14795
fpu:FPSE_09361	ko:K03233
fpu:FPSE_09362	ko:K02996
fpu:FPSE_09366	ko:K06268
fpu:FPSE_09367	ko:K11322
fpu:FPSE_09368	ko:K01409
fpu:FPSE_09371	ko:K15562
fpu:FPSE_09372	ko:K13278
fpu:FPSE_09375	ko:K15710
fpu:FPSE_09381	ko:K08284
fpu:FPSE_09382	ko:K17279
fpu:FPSE_09383	ko:K09173
fpu:FPSE_09384	ko:K00928
fpu:FPSE_09385	ko:K15071
fpu:FPSE_09386	ko:K02202
fpu:FPSE_09391	ko:K17053
fpu:FPSE_09392	ko:K23563
fpu:FPSE_09394	ko:K18588
fpu:FPSE_09395	ko:K12396
fpu:FPSE_09398	ko:K01866
fpu:FPSE_09399	ko:K01273
fpu:FPSE_09400	ko:K02952
fpu:FPSE_09401	ko:K03768
fpu:FPSE_09402	ko:K15448
fpu:FPSE_09404	ko:K14851
fpu:FPSE_09405	ko:K17945
fpu:FPSE_09407	ko:K11422
fpu:FPSE_09414	ko:K19219
fpu:FPSE_09415	ko:K14857
fpu:FPSE_09416	ko:K22140
fpu:FPSE_09420	ko:K14823
fpu:FPSE_09422	ko:K01725
fpu:FPSE_09427	ko:K10578
fpu:FPSE_09429	ko:K13526
fpu:FPSE_09430	ko:K11279
fpu:FPSE_09432	ko:K00058
fpu:FPSE_09433	ko:K10357
fpu:FPSE_09434	ko:K18532
fpu:FPSE_09435	ko:K01519
fpu:FPSE_09436	ko:K24134
fpu:FPSE_09437	ko:K07208
fpu:FPSE_09439	ko:K00761
fpu:FPSE_09440	ko:K25829
fpu:FPSE_09444	ko:K02984
fpu:FPSE_09448	ko:K17866
fpu:FPSE_09453	ko:K01126
fpu:FPSE_09456	ko:K24750
fpu:FPSE_09461	ko:K01535
fpu:FPSE_09463	ko:K08192
fpu:FPSE_09465	ko:K13721
fpu:FPSE_09468	ko:K01626
fpu:FPSE_09471	ko:K02873
fpu:FPSE_09472	ko:K27817
fpu:FPSE_09473	ko:K17805
fpu:FPSE_09477	ko:K01942
fpu:FPSE_09492	ko:K04554
fpu:FPSE_09493	ko:K07277
fpu:FPSE_09494	ko:K08711
fpu:FPSE_09498	ko:K08711
fpu:FPSE_09500	ko:K07025
fpu:FPSE_09507	ko:K28098
fpu:FPSE_09509	ko:K03144
fpu:FPSE_09510	ko:K10968
fpu:FPSE_09512	ko:K17362
fpu:FPSE_09518	ko:K19305
fpu:FPSE_09520	ko:K07513
fpu:FPSE_09528	ko:K04711
fpu:FPSE_09532	ko:K09659
fpu:FPSE_09536	ko:K07101
fpu:FPSE_09544	ko:K01067
fpu:FPSE_09545	ko:K22277
fpu:FPSE_09554	ko:K19245
fpu:FPSE_09557	ko:K19357
fpu:FPSE_09569	ko:K12451
fpu:FPSE_09592	ko:K19564
fpu:FPSE_09611	ko:K09704
fpu:FPSE_09619	ko:K17605
fpu:FPSE_09622	ko:K05389
fpu:FPSE_09623	ko:K10643
fpu:FPSE_09624	ko:K03936
fpu:FPSE_09629	ko:K06127
fpu:FPSE_09630	ko:K00166
fpu:FPSE_09631	ko:K10590
fpu:FPSE_09634	ko:K19983
fpu:FPSE_09635	ko:K11173
fpu:FPSE_09642	ko:K03942
fpu:FPSE_09646	ko:K12385
fpu:FPSE_09647	ko:K07542
fpu:FPSE_09649	ko:K18102
fpu:FPSE_09651	ko:K10849
fpu:FPSE_09653	ko:K13985
fpu:FPSE_09654	ko:K11547
fpu:FPSE_09655	ko:K13343
fpu:FPSE_09657	ko:K09828
fpu:FPSE_09658	ko:K01641
fpu:FPSE_09659	ko:K08900
fpu:FPSE_09663	ko:K14004
fpu:FPSE_09665	ko:K13123
fpu:FPSE_09666	ko:K19852
fpu:FPSE_09667	ko:K12606
fpu:FPSE_09673	ko:K00799
fpu:FPSE_09674	ko:K03841
fpu:FPSE_09675	ko:K13352
fpu:FPSE_09677	ko:K17887
fpu:FPSE_09679	ko:K00003
fpu:FPSE_09680	ko:K25178
fpu:FPSE_09685	ko:K07759
fpu:FPSE_09686	ko:K01728
fpu:FPSE_09691	ko:K26392
fpu:FPSE_09692	ko:K10704
fpu:FPSE_09694	ko:K16261
fpu:FPSE_09696	ko:K00948
fpu:FPSE_09697	ko:K26678
fpu:FPSE_09698	ko:K14864
fpu:FPSE_09702	ko:K13115
fpu:FPSE_09703	ko:K10576
fpu:FPSE_09704	ko:K00606
fpu:FPSE_09705	ko:K08336
fpu:FPSE_09706	ko:K10775
fpu:FPSE_09707	ko:K02309
fpu:FPSE_09708	ko:K18573
fpu:FPSE_09711	ko:K13122
fpu:FPSE_09713	ko:K14709
fpu:FPSE_09717	ko:K26403
fpu:FPSE_09718	ko:K12852
fpu:FPSE_09719	ko:K00626
fpu:FPSE_09720	ko:K24758
fpu:FPSE_09721	ko:K15119
fpu:FPSE_09722	ko:K10295
fpu:FPSE_09725	ko:K25162
fpu:FPSE_09728	ko:K08711
fpu:FPSE_09731	ko:K03940
fpu:FPSE_09735	ko:K01568
fpu:FPSE_09736	ko:K01007
fpu:FPSE_09737	ko:K00016
fpu:FPSE_09745	ko:K11236
fpu:FPSE_09749	ko:K21157
fpu:FPSE_09750	ko:K03843
fpu:FPSE_09774	ko:K15136
fpu:FPSE_09775	ko:K08073
fpu:FPSE_09799	ko:K02998
fpu:FPSE_09801	ko:K06027
fpu:FPSE_09805	ko:K22243
fpu:FPSE_09806	ko:K16368
fpu:FPSE_09807	ko:K14809
fpu:FPSE_09809	ko:K14290
fpu:FPSE_09810	ko:K00830
fpu:FPSE_09812	ko:K09248
fpu:FPSE_09813	ko:K16261
fpu:FPSE_09817	ko:K26151
fpu:FPSE_09818	ko:K22063
fpu:FPSE_09819	ko:K00567
fpu:FPSE_09820	ko:K01900
fpu:FPSE_09821	ko:K15523
fpu:FPSE_09822	ko:K12195
fpu:FPSE_09823	ko:K14571
fpu:FPSE_09824	ko:K08738
fpu:FPSE_09826	ko:K12589
fpu:FPSE_09827	ko:K00685
fpu:FPSE_09828	ko:K07766
fpu:FPSE_09829	ko:K12620
fpu:FPSE_09831	ko:K07874
fpu:FPSE_09835	ko:K11274
fpu:FPSE_09839	ko:K14315
fpu:FPSE_09841	ko:K17797
fpu:FPSE_09842	ko:K03143
fpu:FPSE_09843	ko:K21991
fpu:FPSE_09844	ko:K15331
fpu:FPSE_09845	ko:K00681
fpu:FPSE_09846	ko:K03844
fpu:FPSE_09847	ko:K08657
fpu:FPSE_09848	ko:K18584
fpu:FPSE_09849	ko:K13953
fpu:FPSE_09850	ko:K07213
fpu:FPSE_09851	ko:K08764
fpu:FPSE_09854	ko:K24970
fpu:FPSE_09855	ko:K18749
fpu:FPSE_09856	ko:K08493
fpu:FPSE_09859	ko:K02258
fpu:FPSE_09860	ko:K02898
fpu:FPSE_09865	ko:K00948
fpu:FPSE_09866	ko:K25304
fpu:FPSE_09868	ko:K01855
fpu:FPSE_09869	ko:K03858
fpu:FPSE_09878	ko:K22736
fpu:FPSE_09891	ko:K04708
fpu:FPSE_09896	ko:K00485
fpu:FPSE_09899	ko:K24755
fpu:FPSE_09900	ko:K05841
fpu:FPSE_09906	ko:K05916
fpu:FPSE_09908	ko:K22248
fpu:FPSE_09910	ko:K04564
fpu:FPSE_09911	ko:K10734
fpu:FPSE_09914	ko:K10088
fpu:FPSE_09935	ko:K07393
fpu:FPSE_09938	ko:K08192
fpu:FPSE_09939	ko:K01728
fpu:FPSE_09944	ko:K02894
fpu:FPSE_09947	ko:K00027
fpu:FPSE_09949	ko:K01192
fpu:FPSE_09950	ko:K07880
fpu:FPSE_09953	ko:K09885
fpu:FPSE_09957	ko:K07304
fpu:FPSE_09958	ko:K21890
fpu:FPSE_09959	ko:K10273
fpu:FPSE_09962	ko:K02154
fpu:FPSE_09963	ko:K14403
fpu:FPSE_09965	ko:K11206
fpu:FPSE_09966	ko:K08286
fpu:FPSE_09970	ko:K18732
fpu:FPSE_09977	ko:K28544
fpu:FPSE_09981	ko:K18752
fpu:FPSE_09983	ko:K19787
fpu:FPSE_09996	ko:K01732
fpu:FPSE_09997	ko:K07300
fpu:FPSE_09998	ko:K03066
fpu:FPSE_09999	ko:K11353
fpu:FPSE_10001	ko:K15732
fpu:FPSE_10002	ko:K06677
fpu:FPSE_10003	ko:K02214
fpu:FPSE_10004	ko:K02900
fpu:FPSE_10005	ko:K11273
fpu:FPSE_10008	ko:K24160
fpu:FPSE_10013	ko:K03955
fpu:FPSE_10015	ko:K03941
fpu:FPSE_10020	ko:K00573
fpu:FPSE_10022	ko:K17663
fpu:FPSE_10023	ko:K15100
fpu:FPSE_10027	ko:K13431
fpu:FPSE_10028	ko:K20362
fpu:FPSE_10033	ko:K06133
fpu:FPSE_10034	ko:K09595
fpu:FPSE_10035	ko:K12733
fpu:FPSE_10037	ko:K20793
fpu:FPSE_10039	ko:K00844
fpu:FPSE_10040	ko:K00966
fpu:FPSE_10042	ko:K05954
fpu:FPSE_10045	ko:K08770
fpu:FPSE_10046	ko:K10632
fpu:FPSE_10053	ko:K08832
fpu:FPSE_10075	ko:K00826
fpu:FPSE_10076	ko:K08192
fpu:FPSE_10078	ko:K03377
fpu:FPSE_10087	ko:K01674
fpu:FPSE_10090	ko:K01190
fpu:FPSE_10097	ko:K01181
fpu:FPSE_10099	ko:K10438
fpu:FPSE_10103	ko:K01555
fpu:FPSE_10109	ko:K08192
fpu:FPSE_10111	ko:K00059
fpu:FPSE_10115	ko:K18660
fpu:FPSE_10116	ko:K13239
fpu:FPSE_10119	ko:K01209
fpu:FPSE_10124	ko:K08192
fpu:FPSE_10129	ko:K03448
fpu:FPSE_10130	ko:K28102
fpu:FPSE_10131	ko:K28030
fpu:FPSE_10132	ko:K17740
fpu:FPSE_10135	ko:K01501
fpu:FPSE_10147	ko:K09486
fpu:FPSE_10149	ko:K26091
fpu:FPSE_10150	ko:K09550
fpu:FPSE_10153	ko:K00549
fpu:FPSE_10157	ko:K27706
fpu:FPSE_10158	ko:K00730
fpu:FPSE_10159	ko:K12881
fpu:FPSE_10161	ko:K12193
fpu:FPSE_10162	ko:K17738
fpu:FPSE_10167	ko:K19828
fpu:FPSE_10171	ko:K07512
fpu:FPSE_10172	ko:K00914
fpu:FPSE_10176	ko:K22825
fpu:FPSE_10178	ko:K17788
fpu:FPSE_10179	ko:K15450
fpu:FPSE_10180	ko:K00390
fpu:FPSE_10181	ko:K01079
fpu:FPSE_10184	ko:K03235
fpu:FPSE_10187	ko:K19519
fpu:FPSE_10188	ko:K14325
fpu:FPSE_10189	ko:K08513
fpu:FPSE_10190	ko:K08257
fpu:FPSE_10195	ko:K15134
fpu:FPSE_10198	ko:K12661
fpu:FPSE_10199	ko:K18337
fpu:FPSE_10202	ko:K02269
fpu:FPSE_10205	ko:K22611
fpu:FPSE_10206	ko:K18995
fpu:FPSE_10208	ko:K00600
fpu:FPSE_10210	ko:K14649
fpu:FPSE_10211	ko:K14753
fpu:FPSE_10212	ko:K12669
fpu:FPSE_10214	ko:K15508
fpu:FPSE_10216	ko:K00637
fpu:FPSE_10217	ko:K17275
fpu:FPSE_10220	ko:K03018
fpu:FPSE_10228	ko:K01426
fpu:FPSE_10229	ko:K16261
fpu:FPSE_10230	ko:K23358
fpu:FPSE_10236	ko:K11684
fpu:FPSE_10237	ko:K14546
fpu:FPSE_10246	ko:K19564
fpu:FPSE_10251	ko:K01732
fpu:FPSE_10253	ko:K01438
fpu:FPSE_10266	ko:K15255
fpu:FPSE_10267	ko:K01417
fpu:FPSE_10272	ko:K01187
fpu:FPSE_10277	ko:K08095
fpu:FPSE_10291	ko:K09828
fpu:FPSE_10292	ko:K00213
